id;session;query;annotation;query_state
2354;trec-2013-60;cyprus leader crisis action;"[[\http://dbpedia.org/resource/Cyprus\""] [\""http://dbpedia.org/resource/Leadership\""] [\""http://dbpedia.org/resource/Crisis\""]]""";WS
2355;trec-2013-61;round-trip v road-trip;"[[\http://dbpedia.org/resource/Round_trip\""] [\""http://dbpedia.org/resource/Road_trip\""]]""";IS
2356;trec-2013-61;round-trip advantages versus road-trip;"[[\http://dbpedia.org/resource/Round_trip\""] [\""http://dbpedia.org/resource/Advantage\""] [\""http://dbpedia.org/resource/Versus\""] [\""http://dbpedia.org/resource/Road_trip\""]]""";WS
2357;trec-2013-61;round-trip enjoyable versus road-trip;"[[\http://dbpedia.org/resource/Round_trip\""] [\""http://dbpedia.org/resource/Versus\""] [\""http://dbpedia.org/resource/Road_trip\""]]""";WS
2358;trec-2013-61;round-trip enjoyable versus road-trip boring?;"[[\http://dbpedia.org/resource/Round_trip\""] [\""http://dbpedia.org/resource/Versus\""] [\""http://dbpedia.org/resource/Road_trip\""] [\""http://dbpedia.org/resource/Boredom\""]]""";SC
2359;trec-2013-62;road trip;"[[\http://dbpedia.org/resource/Road_trip\""]]""";IS
2360;trec-2013-62;best road trips;"[[\http://dbpedia.org/resource/Best\""] [\""http://dbpedia.org/resource/Road_trip\""]]""";SC
2361;trec-2013-62;best worst road trips;"[[\http://dbpedia.org/resource/Best\""] [\""http://dbpedia.org/resource/Road_trip\""]]""";SC
2362;trec-2013-62;romantic road trips;"[[\http://dbpedia.org/resource/Romance\""] [\""http://dbpedia.org/resource/Road_trip\""]]""";WS
2363;trec-2013-62;enjoyable boring road trip;"[[\http://dbpedia.org/resource/Boredom\""]]""";WS
2364;trec-2013-62;enjoyable boring getaways;"[[\http://dbpedia.org/resource/Boredom\""] [\""http://dbpedia.org/resource/Getaway\""]]""";WS
2365;trec-2013-62;best getaways;"[[\http://dbpedia.org/resource/Best\""] [\""http://dbpedia.org/resource/Getaway\""]]""";WS
2366;trec-2013-63;good internet phone services;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Service\""]]""";IS
2367;trec-2013-63;internet phone;"[[\http://dbpedia.org/resource/Voice_over_IP\""]]""";GE
2368;trec-2013-63;what's good about internet phoning;"[[\http://dbpedia.org/resource/Good\""] [\""http://dbpedia.org/resource/Voice_over_IP\""]]""";SC
2369;trec-2013-63;"\what's good about internet phoning\""""";"[[\http://dbpedia.org/resource/Good\""] [\""http://dbpedia.org/resource/Voice_over_IP\""]]""";RP
2370;trec-2013-63;phone;"[[\http://dbpedia.org/resource/Telephone\""]]""";RE
2371;trec-2013-63;phone internet;"[[\http://dbpedia.org/resource/Telephone\""] [\""http://dbpedia.org/resource/Internet\""] [\""http://dbpedia.org/resource/Voice_over_IP\""]]""";SC
2372;trec-2013-63;phone internet providers;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Internet_service_provider\""]]""";SC
2373;trec-2013-63;good Voip;"[[\http://dbpedia.org/resource/Voice_over_IP\""]]""";RE
2374;trec-2013-63;Voip reviews;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Review\""]]""";WS
2375;trec-2013-64;why is internet phone service great;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Service\""] [\""http://dbpedia.org/resource/Great\""] [\""http://dbpedia.org/resource/Great\""]]""";IS
2376;trec-2013-64;why internet phone service great;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Service\""] [\""http://dbpedia.org/resource/Great\""]]""";GE
2377;trec-2013-65;gun control;"[[\http://dbpedia.org/resource/Gun_control\""]]""";IS
2378;trec-2013-65;gun control laws;"[[\http://dbpedia.org/resource/Gun_control\""] [\""http://dbpedia.org/resource/Law\""]]""";SC
2379;trec-2013-65;gun control outcomes;"[[\http://dbpedia.org/resource/Gun_control\""] [\""http://dbpedia.org/resource/Outcome\""]]""";WS
2380;trec-2013-65;ban guns;"[[\http://dbpedia.org/resource/Gun_control\""] [\""http://dbpedia.org/resource/Gun\""]]""";WS
2381;trec-2013-66;gun control;"[[\http://dbpedia.org/resource/Gun_control\""]]""";IS
2382;trec-2013-66;gun control violence;"[[\http://dbpedia.org/resource/Gun_control\""] [\""http://dbpedia.org/resource/Violence\""]]""";SC
2383;trec-2013-66;does gun control reduce gun violence;"[[\http://dbpedia.org/resource/Gun_control\""] [\""http://dbpedia.org/resource/Reduction\""] [\""http://dbpedia.org/resource/Gun\""] [\""http://dbpedia.org/resource/Violence\""]]""";WS
2384;trec-2013-67;god existence;"[[\http://dbpedia.org/resource/God\""] [\""http://dbpedia.org/resource/Existence_of_God\""]]""";IS
2385;trec-2013-67;naturalism;"[[\http://dbpedia.org/resource/Naturalism_(philosophy)\""]]""";RE
2386;trec-2013-67;naturalism theory;"[[\http://dbpedia.org/resource/Naturalism_(philosophy)\""]]""";SC
2387;trec-2013-67;naturalism theism;"[[\http://dbpedia.org/resource/Naturalism_(philosophy)\""] [\""http://dbpedia.org/resource/Theism\""]]""";WS
2388;trec-2013-68;US healthcare social security worker;"[[\http://dbpedia.org/resource/Health_care_in_the_United_States\""] [\""http://dbpedia.org/resource/Social_Security_(United_States)\""]]""";IS
2389;trec-2013-68;US healthcare system;"[[\http://dbpedia.org/resource/Health_care_in_the_United_States\""]]""";WS
2390;trec-2013-68;us healthcare for employed;"[[\http://dbpedia.org/resource/Health_care_in_the_United_States\""] [\""http://dbpedia.org/resource/Employment\""]]""";WS
2391;trec-2013-68;how does healthcare work in the USA for employed people?;"[[\http://dbpedia.org/resource/Health_care\""] [\""http://dbpedia.org/resource/Manual_labour\""] [\""http://dbpedia.org/resource/United_States\""] [\""http://dbpedia.org/resource/Employment\""] [\""http://dbpedia.org/resource/People\""]]""";WS
2392;trec-2013-69;malaria impact on economy africa;"[[\http://dbpedia.org/resource/Malaria\""] [\""http://dbpedia.org/resource/Impact_evaluation\""] [\""http://dbpedia.org/resource/Economy\""] [\""http://dbpedia.org/resource/Africa\""]]""";IS
2393;trec-2013-69;malaria economy africa;"[[\http://dbpedia.org/resource/Malaria\""] [\""http://dbpedia.org/resource/Economy\""] [\""http://dbpedia.org/resource/Africa\""]]""";GE
2394;trec-2013-69;malaria economy;"[[\http://dbpedia.org/resource/Malaria\""] [\""http://dbpedia.org/resource/Economy\""]]""";GE
2395;trec-2013-69;malaria donations;"[[\http://dbpedia.org/resource/Malaria\""] [\""http://dbpedia.org/resource/Donation\""]]""";WS
2396;trec-2013-70;HIV Africa charity medicine;"[[\http://dbpedia.org/resource/HIV\""] [\""http://dbpedia.org/resource/Africa\""] [\""http://dbpedia.org/resource/Charity_(practice)\""] [\""http://dbpedia.org/resource/Medicine\""]]""";IS
2397;trec-2013-70;HIV Africa charity;"[[\http://dbpedia.org/resource/HIV\""] [\""http://dbpedia.org/resource/Africa\""] [\""http://dbpedia.org/resource/Charity_(practice)\""]]""";GE
2398;trec-2013-70;HIV Africa charity donate;"[[\http://dbpedia.org/resource/HIV\""] [\""http://dbpedia.org/resource/Africa\""] [\""http://dbpedia.org/resource/Charity_(practice)\""] [\""http://dbpedia.org/resource/Donation\""]]""";SC
2399;trec-2013-70;AIDS Africa charity donate;"[[\http://dbpedia.org/resource/HIV/AIDS\""] [\""http://dbpedia.org/resource/Africa\""] [\""http://dbpedia.org/resource/Charity_(practice)\""] [\""http://dbpedia.org/resource/Donation\""]]""";WS
2400;trec-2013-70;malaria Africa charity donate;"[[\http://dbpedia.org/resource/Malaria\""] [\""http://dbpedia.org/resource/Africa\""] [\""http://dbpedia.org/resource/Charity_(practice)\""] [\""http://dbpedia.org/resource/Donation\""]]""";WS
2401;trec-2013-71;teachers evaluation;"[[\http://dbpedia.org/resource/Teacher\""] [\""http://dbpedia.org/resource/Evaluation\""]]""";IS
2402;trec-2013-71;teachers evaluation by students;"[[\http://dbpedia.org/resource/Teacher\""] [\""http://dbpedia.org/resource/Evaluation\""] [\""http://dbpedia.org/resource/Student\""]]""";SC
2403;trec-2013-71;teachers evaluation students peers;"[[\http://dbpedia.org/resource/Teacher\""] [\""http://dbpedia.org/resource/Evaluation\""] [\""http://dbpedia.org/resource/Student\""] [\""http://dbpedia.org/resource/Peer_review\""]]""";WS
2404;trec-2013-71;teachers evaluation peers;"[[\http://dbpedia.org/resource/Teacher\""] [\""http://dbpedia.org/resource/Evaluation\""] [\""http://dbpedia.org/resource/Peer_review\""]]""";GE
2405;trec-2013-71;teachers evaluation peers students;"[[\http://dbpedia.org/resource/Teacher\""] [\""http://dbpedia.org/resource/Evaluation\""] [\""http://dbpedia.org/resource/Peer_review\""] [\""http://dbpedia.org/resource/Student\""]]""";SC
2406;trec-2013-71;teachers evaluation wikipedia;"[[\http://dbpedia.org/resource/Teacher\""] [\""http://dbpedia.org/resource/Evaluation\""] [\""http://dbpedia.org/resource/Wikipedia\""]]""";WS
2407;trec-2013-71;teachers assement;"[[\http://dbpedia.org/resource/Teacher\""] [\""http://dbpedia.org/resource/Educational_assessment\""]]""";WS
2408;trec-2013-71;teachers excellence;"[[\http://dbpedia.org/resource/Teacher\""] [\""http://dbpedia.org/resource/Excellence\""]]""";WS
2409;trec-2013-71;teache assement wikipedia;"[[\http://dbpedia.org/resource/Teacher\""] [\""http://dbpedia.org/resource/Educational_assessment\""] [\""http://dbpedia.org/resource/Wikipedia\""]]""";WS
2410;trec-2013-72;infants development culture;"[[\http://dbpedia.org/resource/Child_development\""] [\""http://dbpedia.org/resource/Culture\""]]""";IS
2411;trec-2013-72;"infant development \cultural effects\""""";"[[\http://dbpedia.org/resource/Child_development\""]]""";WS
2412;trec-2013-72;infant OR child development intitle:culture;"[[\http://dbpedia.org/resource/Child_development\""] [\""http://dbpedia.org/resource/Culture\""]]""";WS
2413;trec-2013-72;infant OR child development milestones;"[[\http://dbpedia.org/resource/Child_development_stages\""]]""";WS
2414;trec-2013-72;infant OR child development milestones research;"[[\http://dbpedia.org/resource/Child_development_stages\""] [\""http://dbpedia.org/resource/Research\""]]""";SC
2415;trec-2013-72;"infant OR child \development milestones\"" +research""";"[[\http://dbpedia.org/resource/Child_development_stages\""] [\""http://dbpedia.org/resource/Research\""]]""";SC
2416;trec-2013-72;"infant OR child \development milestones\"" site:ac.uk""";"[[\http://dbpedia.org/resource/Child_development_stages\""] [\""http://dbpedia.org/resource/Website\""]]""";WS
2417;trec-2013-72;Do infants age 0-12 months experience different developmental milestones depending on culture;"[[\http://dbpedia.org/resource/Infant\""] [\""http://dbpedia.org/resource/Ageing\""] [\""http://dbpedia.org/resource/Experience\""] [\""http://dbpedia.org/resource/Child_development_stages\""]]""";WS
2418;trec-2013-72;culture OR race infant OR child development stages OR milestones;"[[\http://dbpedia.org/resource/Culture\""] [\""http://dbpedia.org/resource/Race_(human_classification)\""] [\""http://dbpedia.org/resource/Child_development_stages\""]]""";WS
2419;trec-2013-72;research culture OR race infant OR child development stages OR milestones;"[[\http://dbpedia.org/resource/Research\""] [\""http://dbpedia.org/resource/Culture\""] [\""http://dbpedia.org/resource/Race_(human_classification)\""] [\""http://dbpedia.org/resource/Child_development_stages\""]]""";SC
2420;trec-2013-72;"infant OR child development \effect of culture\""""";"[[\http://dbpedia.org/resource/Child_development\""]]""";WS
2421;trec-2013-72;"infant OR child development \cultural differences\""""";"[[\http://dbpedia.org/resource/Child_development\""] [\""http://dbpedia.org/resource/Cultural_identity\""]]""";WS
2422;trec-2013-72;"\child development\"" \""cultural differences\""""";"[[\http://dbpedia.org/resource/Child_development\""] [\""http://dbpedia.org/resource/Cultural_identity\""]]""";GE
2423;trec-2013-73;"babies development \cultural differences\""""";"[[\http://dbpedia.org/resource/Child_development\""] [\""http://dbpedia.org/resource/Cultural_identity\""]]""";IS
2424;trec-2013-73;infant different developmental milestones depending on culture;"[[\http://dbpedia.org/resource/Cultural_identity\""] [\""http://dbpedia.org/resource/Culture\""]]""";RE
2425;trec-2013-73;"developmental milestones infants \cultural differences\""""";"[[\http://dbpedia.org/resource/Child_development_stages\""] [\""http://dbpedia.org/resource/Cultural_identity\""]]""";WS
2426;trec-2013-74;infant development cultural differences;"[[\http://dbpedia.org/resource/Child_development\""] [\""http://dbpedia.org/resource/Cultural_identity\""]]""";IS
2427;trec-2013-74;infant development western eastern cultures;"[[\http://dbpedia.org/resource/Child_development\""] [\""http://dbpedia.org/resource/Western_culture\""] [\""http://dbpedia.org/resource/Eastern_world\""] [\""http://dbpedia.org/resource/Culture\""]]""";WS
2428;trec-2013-74;infant development milestone cultural effects;"[[\http://dbpedia.org/resource/Child_development_stages\""]]""";WS
2429;trec-2013-74;"infant development milestone \cultural differences\""""";"[[\http://dbpedia.org/resource/Child_development_stages\""] [\""http://dbpedia.org/resource/Cultural_identity\""]]""";WS
2430;trec-2013-74;"infant development milestone \cultural competence""";"[[\http://dbpedia.org/resource/Child_development_stages\""] [\""http://dbpedia.org/resource/Cultural_competence\""]]""";WS
2431;trec-2013-74;infant development milestone developed and third world countries;"[[\http://dbpedia.org/resource/Child_development_stages\""] [\""http://dbpedia.org/resource/Developed_country\""] [\""http://dbpedia.org/resource/Third_World\""]]""";WS
2432;trec-2013-75;legality alcohol marijuana;"[[\http://dbpedia.org/resource/Law\""] [\""http://dbpedia.org/resource/Alcohol\""] [\""http://dbpedia.org/resource/Cannabis_(drug)\""]]""";IS
2433;trec-2013-75;legality alcohol marijuana history;"[[\http://dbpedia.org/resource/Law\""] [\""http://dbpedia.org/resource/Alcohol\""] [\""http://dbpedia.org/resource/Cannabis_(drug)\""] [\""http://dbpedia.org/resource/History\""]]""";SC
2434;trec-2013-75;legality alcohol history;"[[\http://dbpedia.org/resource/Law\""] [\""http://dbpedia.org/resource/Alcohol\""] [\""http://dbpedia.org/resource/History\""]]""";GE
2435;trec-2013-75;legality alcohol history maijuana;"[[\http://dbpedia.org/resource/Law\""] [\""http://dbpedia.org/resource/Alcohol\""] [\""http://dbpedia.org/resource/History\""] [\""http://dbpedia.org/resource/Cannabis_(drug)\""]]""";SC
2436;trec-2013-75;legality alcohol history marijuana;"[[\http://dbpedia.org/resource/Law\""] [\""http://dbpedia.org/resource/Alcohol\""] [\""http://dbpedia.org/resource/History\""] [\""http://dbpedia.org/resource/Cannabis_(drug)\""]]""";RP
2437;trec-2013-75;why is marijuana illegal?;"[[\http://dbpedia.org/resource/Cannabis_(drug)\""] [\""http://dbpedia.org/resource/Law\""]]""";WS
2438;trec-2013-75;is marijuana worse for your health than alcohol?;"[[\http://dbpedia.org/resource/Cannabis_(drug)\""] [\""http://dbpedia.org/resource/Health\""] [\""http://dbpedia.org/resource/Alcohol\""]]""";WS
2439;trec-2013-76;phone plan;"[[\http://dbpedia.org/resource/Mobile_phone\""""]]""";IS
2440;trec-2013-76;"\cell phone plan\""""";"[[\http://dbpedia.org/resource/Mobile_phone\""]]""";SC
2441;trec-2013-76;"\cell phone plan :.uk\""""";"[[\http://dbpedia.org/resource/Mobile_phone\""] [\""http://dbpedia.org/resource/United_Kingdom\""]]""";SC
2442;trec-2013-77;tax junk food benefits;"[[\http://dbpedia.org/resource/Tax\""] [\""http://dbpedia.org/resource/Junk_food\""] [\""http://dbpedia.org/resource/Common_good\""]]""";IS
2443;trec-2013-77;tax junk food benefits un;"[[\http://dbpedia.org/resource/Tax\""] [\""http://dbpedia.org/resource/Junk_food\""] [\""http://dbpedia.org/resource/Common_good\""] [\""http://dbpedia.org/resource/United_Nations\""]]""";SC
2444;trec-2013-77;tax junk food benefits UN evidence;"[[\http://dbpedia.org/resource/Tax\""] [\""http://dbpedia.org/resource/Junk_food\""] [\""http://dbpedia.org/resource/Common_good\""] [\""http://dbpedia.org/resource/United_Nations\""] [\""http://dbpedia.org/resource/Evidence\""]]""";SC
2445;trec-2013-77;high calorie food tax evidence based;"[[\http://dbpedia.org/resource/Calorie\""] [\""http://dbpedia.org/resource/Food\""] [\""http://dbpedia.org/resource/Tax\""] [\""http://dbpedia.org/resource/Evidence\""]]""";WS
2446;trec-2013-77;high calorie snack tax evidence based;"[[\http://dbpedia.org/resource/Calorie\""] [\""http://dbpedia.org/resource/Snack_food\""] [\""http://dbpedia.org/resource/Tax\""] [\""http://dbpedia.org/resource/Evidence\""]]""";WS
2447;trec-2013-77;"government intervention tax \junk food\""""";"[[\http://dbpedia.org/resource/Fat_tax\""]]""";WS
2448;trec-2013-78;advantages of junk food;"[[\http://dbpedia.org/resource/Advantage\""] [\""http://dbpedia.org/resource/Junk_food\""]]""";IS
2449;trec-2013-78;tax on junk food;"[[\http://dbpedia.org/resource/Tax\""] [\""http://dbpedia.org/resource/Junk_food\""]]""";WS
2450;trec-2013-79;food tax;"[[\http://dbpedia.org/resource/Fat_tax\""]]""";IS
2451;trec-2013-79;food ban;"[[\http://dbpedia.org/resource/Food\""] [\""http://dbpedia.org/resource/Ban_(law)\""]]""";WS
2452;trec-2013-80;the benefits of exploration space;"[[\http://dbpedia.org/resource/Space_exploration\""]]""";IS
2453;trec-2013-80;"the benefits of \exploration space\""""";"[[\http://dbpedia.org/resource/Space_exploration\""]]""";RP
2454;trec-2013-81;women  and minorities percentage setting;"[[\http://dbpedia.org/resource/Woman\""] [\""http://dbpedia.org/resource/Minority_group\""] [\""http://dbpedia.org/resource/Percentage\""]]""";IS
2455;trec-2013-81;should numbers of women and minorities in workplace be contolled;"[[\http://dbpedia.org/resource/Number\""] [\""http://dbpedia.org/resource/Woman\""] [\""http://dbpedia.org/resource/Minority_group\""] [\""http://dbpedia.org/resource/Workplace\""]]""";WS
2456;trec-2013-82;jobs from business phds;"[[\http://dbpedia.org/resource/Job_(role)\""] [\""http://dbpedia.org/resource/PhD_in_management\""]]""";IS
